text,rating,label
Kamarnya rapih dan bersih makannya enak sangat menyenangkan nginap di fourpoints kolam berenangnya sangat bagus makanannya enak-enak pelayanannya sangat ramah saya dan keluarga sangat puas dan akan kembali menginap untuk setiap bulannya,5,Positif
"Semunya Baik, menu sarapan baik, kebersihan kamar baik, kebersihan kolam renang yg baik. Sangat pas buat keluarga besar saya. 

Hanya saja sayang tidak ada cabang di kota gorontalo.

Kalau bisa promo kamarnya boleh by WA ke konsumen RO. Terima Kasih",5,Positif
"Kamar nyaman, bagus.View gunung di balik kota, sangat mempesona, sambal roa, bubur manado, mantap habis. Apalg diiringi musik kulintang ,lagu2 nostalgia hingga masa kini. Pertahankan suasana restoran ini, insya allah akan menginap di hotel ini lagi",5,Positif
"Kamarnya bersih, perlengkapan d kamar juga lengkap sudah disediakan semuanya. Pelayanan ramah. Breakfast enak enak semua. Bawahnya ada mall jadi kalo bosen bs lgsg turun k mall jalan2. Viewnya jg bagus. Sunsetnya bagus. Disekitar hotel juga banyak makanan enak",5,Positif
"Hotelnya bagus dengan rate yg sesuai. tpi mgkn untuk sarapannya bisa lebih bervariasi lagi, and please sediakan chili oil untuk menu dimsum. sedikit kecewa saat staf resto tidak tahu apa itu chili oil dan malah ngasih sambal roa. but overall its worth it.",5,Positif
"Bersih dan nyaman. Pokoknya topp. Makanananya enak2. Pelayanan staf  hotel ramah. Beach view dan city viewnya. Wifii kencengg. Terkoneksi dengan mall, akses keman mana dekatt. Nginep 2 malam berasa kurang. Pokoknyaa keren, pertahankann",5,Positif
"Posisi strategis, sehingga urusan bisnis sangat mudah. Posisi connect dengan Mall Manado Town Square sehingga sangat mudah memudahkan urusan/keperluan. View sangat bagus, kamar nyaman, staff ramah dan helpfull, makanan enak. Pokoknya sangat recommended.",5,Positif
"Kamar nyaman
Saya selalu pilih kamar yang smooking
Selalu bersih, kalau ada apa2 respon pegawai hotel juga cepat dan tanggap..
Untuk menu makanan klau bisa lebih bervariasi seperti di four point kota lainnya.
Reseptionist depan dan lobby juga ramah.",5,Positif
"Pengalaman yang mgkin tidak bisa di dapati diluar sana,,
Segalanya ada dsni,,
Merasakan Kwalitas yg hanya satu-satunya di Manado,,
Worth it dengan harga standart,,tpi pelayanan yang super istimewa,,tidak menutup kemungkinan,,bisa dijadikan tempat andalan.",5,Positif
"Kamarnya cukup luas, lengkap dan nyaman untuk istirahat. Hotel ini bagus dan sy rasa ini adalah hotel terbaik di kota Manado dengan lingkungan sekitar yang bagus, lengkap dan nyaman untuk olahraga, kuliner dan rekreasi. Sy pasti akan menginap disini bila ada kesempatan mengunjungi kota Manado di waktu mendatang.",4,Positif
"Overall bagus banget, servicenya bagus juga. Kamarnya lengkap, kalo boleh ditambah hair dryer mengeringkan rambut. Saat sarapan seluruh pelayan siap siaga melayani dengan cepat dan memuaskan. Untuk makanannya beraneka ragam dan cukup delicious",5,Positif
"Kamarnya bersih, wangi, ac dingin juga, dapat view laut yang indah, sarapannya juga enak semua & pelayanannya juga dari karyawan hotel bagus. Ada akses langsung ke mall juga jadi sangat membantu supaya tidak perlu jauh”.Semoga boleh kembali lagi di hotel ini. Terimakasih",5,Positif
"Kamarnya bagus bersih dan fasilitas kamarnya juga sangat okay semua tersedia termasuk setrika dan mejanya pokoknya fasilitasnya komplit,,, ada fasilitas gym nya juga serta kolam renang, tapi jgn lupa kalo ke kolam renang wajib pake baju renang atau bahan sejenis . View kolamnya luar biasa mengarah ke laut, apalagi sarapannya MENURUT KOMPLIT anak anak paling suka kesana karna sarapannya super lengkap JADI KALO KE MANADO FOURPOINTS aja aksesnya juga MANTOS jadi kalo pingin nonton cari makan luar tinggal jalan saja pakai lift",5,Positif
"Semua fasilitas yang ada di hotel bagus kamar bersih , wangi , makanan juga enak , bisa mihta di bikinkan nasi goreng cah kalang yang enak dan pelayanan cepat, kapan ke manado lagi bakalan menginap di sini lagi, 
Hanya kurang adanya fasilitas SPA",5,Positif
"selalu suka nginap di four points manado bersama dengan keluarga karena Pelayanannya yang sangat ramah, dan tidak ada kendala selama menginap, ……………………….. ……………………….. ……………………….. ……………………….. ……………………….. ……………………….. ……………………….. ………………………..",5,Positif
"Pelayanan yang baik, pelayanan yang ramah. 
Dari awal booking, payment sangat mudah. Dari security, receptionis, front office, Office Boy semuanya sangat Ramah.

Dan untuk bookingan di four point saya gunakan untuk Tamu-tamu kantor, dan sejauh ini tidak ada complain",5,Positif
"Untuk Kamar nya nyaman, bagus, bersih dan pemandangan nya view kolam dan laut..
Untuk pelayanan baik dan Ramah pelayan nya
Untuk Restonya makanan nya enak & untuk breakfast nya Menu enak dan lengkap.
The Best deh untuk Four Point Manado ⭐️⭐️⭐️⭐️⭐️",5,Positif
"kami menginap di Four Points selama 3 hari untuk mengikuti conference. Kami merasa puas dengan hospitality, makanan, dan fasilitas yang diberikan. Kamarnya bersih dan fasilitasnya juga lengkap. Function Room yang tersedia juga sangat baik. Para pegawai hotel juga ramah dan helpful (hospitalitynya baik banget)",5,Positif
"Pelayanan, servis terhadap kami sangat baik, penyampaian informasi sangat jelas dan  ramah, pelayanan petugas Housekeeping sopan-sopan dan cepat merspon, makanan/santap pagi yang lengkap, banyak pilihan dan enak/cocok dilidah jos",4,Positif
Makanan enak pelayanan ramah,5,Positif
Terbaik dlam pelayanan tapi klau bisa untuk perbaiakan air bisa diinfokan saat cek in,5,Positif
"Alhamdulillah semua menu cocok di lidah kami ber 5, karyawan semua ramah dan cepat gesit melayani",5,Positif
Makanannya sangat direkomendasikan,5,Positif
"very good, stafnya ramah2 sangat membantu juga, thanks ka angel dan grace",5,Positif
Receptionnya ramah kamarnya baik thanks to Angel Jo and Anjy,5,Positif
"Kamar bagus dan bersih,pelayanan mantap,ramah dan sopan
Sarapan enak semua.
Trima kasih ",5,Positif
"Sangat memuaskan, kamar luas dan bersih , pelayanannya sangat baik, staff ramah dan cantik receptionist Ai sangat gercep melayani, pesanan kamar sya executive di upgrade ke junior suite , sangat rekomendasi . Internet lancar dan makanan yang enak Terimaasih Swissbel Manado",5,Positif
"Dilayani dengan baik oleh staff Grace, semua sangat ramah, kamar bersih, lobby wangi, lokasi sangat strategis, hotel istimewah",5,Positif
"Pelayanan nya bagus, staff nya ramah dilayani resepsionis yang cantik oleh staff Ai dan Grace.. Hotelnya letaknya strategis.. makanannya enakk ada juga tempat cafe smoking area di Maleo Kopi",5,Positif
"Pelayanan bagus staf nya ramah. Dan cantik -cantik, dilayani dengan baik oleh staff reception Ai dan grace. 
Kamar bersih dan nyaman, 
Makanan nya enak nasi kuning nya apalagi
Letaknya strategis jadi lebih gampang cari makan atau mau ke mall",5,Positif
"kamar bagus, bersih dan lokasi hotel sangat strategis , pelayanan yg sangat baik dan ramah oleh resepsionis igieth dan Ai dan sangat membantu kami. makanan oke enak dan banyak pilihan sangat senang menginap di swissbelhotel manado terima kasih",5,Positif
"Suasananya nyaman. Fasilitasnya juga baik. Masuk hotel berjumpa dengan karyawan yang ramah karna murah senyum, suka menyapa dan respon cepat. Waktu menginap berjumpa dengan karyawan Ai Eirene, orangnya baik, ramah dan perhatian untuk bertanya bila ada yang perlu dibantu. Sangat merekomendasikan hotel ini.",5,Positif
"Pelayanan yang sangat baik, karyawan yang ramah dan selalu tersenyum dalam melayani tamu, fasilitas-fasilitas yang tersedia sungguh sangat memanjakan mata sehingga tertarik untuk kembali lagi. Semua kesan yang dirasakan sangat memuaskan dan menyenangkan.
Dan trima kasih untuk karyawan dengan nametag Ai Eirene yang melayani dengan ramah dan penuh senyuman, yang dengan sabar melayani dan menjawab semua pertanyaan yang dibutuhkan.",5,Positif
"All good 
Thank you so much buat mba Angel dan mba Brigitta atas pelayanan yang baik pada saya dan keluarga saya selama nginap di Swissbel :) Anak saya juga senang karena dihibur oleh staff reception yang sangat ramah . Breakfast enak, bervariasi, depan hotel ada Indomar*t 24 jam . Pokoknya next pasti nginap di Swissbel Manado lagi.",5,Positif
"Menginap Dua malam di Swiss-belhotel Manado, pelayanan sangat baik dan memuaskan, pelayanan staff sangat ramah dan sopan, staff restoran dan receptionist terlebih pelayanan staff Reception Ai sangat ramah dan sangat membantu. Sangat senang menginap disini",5,Positif
"Semua pelayanannya good...makanannya enak²...fasilitasnya cukup lengkap,bersih.cepat pelayanannya...acnya dingin...pokoknya bagus yaa. Semua pelayanannya good...makanannya enak²...fasilitasnya cukup lengkap,bersih.cepat pelayanannya...acnya dingin...pokoknya bagus yaa.",5,Positif
"senang rasannya menghabiskan waktu bersama keluargabdi swissbel manado. pelayanan mantap punyab, karyawan top sekali melayani tamu. kamar nyaman, pada saat check ngobrol sebentar dengan ai dan arzy tentang pengalaman yang kami dapat dari menginap dsini",5,Positif
"Pelayanan sangat ramah oleh Receptionist Ai, kamar yang sangat luas dan nyaman untuk kami keluarga stay ,sangat rekomendasi untuk keluarga yang mau liburan , access internet cepat , breakfast nya enak , kamarnya bersih dan 
Berada di pusat kota Manado",5,Positif
"Saya menginap di kamar 1002 smoking room kamarnya dirawat dengan sangat baik. Jadi nyaman pada saat menginap di swissbel hotel, yakin untuk balik lagi nanti vacation dengan keluarga. Makanan banyak variasi dan enak semua. Sangat senang dengan pelayanan semua staff, terinma kasih atas pwlayananya",5,Positif
"Kebersihan kamar bagus, kamar mandi rapi dan bersih, sayang shower kadang kurang hangat di malam hari, padahal bisnis trip kadang harus kembali malam ke hotel dan perlu mandi air hangat sebelum istirahat.",4,Positif
"Saya memilih kamar deluxe, hanya saja yang saya dapati air panas hanya tersedia di pagi hari mungkin ada baiknya air panas itu harusnya nonstop 1 x 24 jam.
Fasilitas wi-fi nya agak sedikit terganggu dan kadang-kadang disconnected.
Mungkin diperlukan ekstra bantal kepala.
Untuk breakfastnya seharusnya ditambahkan lagi menu pilihannya tidak usah yang mahal yang murah saja. 
Tetapi pada umumnya semuanya sudah bagus saya kasih nilai 85% untuk kamar deluxe good job",4,Positif
"Kamar bersih, sarapan enak, kamar mandi bersih, pembuat kopi dan teh tersedia, tidak perlu menunggu waktu lama untuk ketersediaan kamar, lokasinya juga tidak jauh dari pusat kota, dan tidak sulit saat checkin dan check out.",5,Positif
"saya menitipkan klapetart tapi malah tertukar, punya saya 3 buah tertukar dengan jumlah 2 buah. kata nya mau di transfer untuk kerugian saya, namun sampai sekarang tidak ada transfer masuk. 
mohon untuk tidak terulang kepada tamu yang lain.",2,Negatif
"Beberapa lampu penerangan di koridor padam apa ini disengaja atau memang karena rusak? jika rusak diperbaiki jika disengaja ini akan membuat koridor terasa gelap dan juga terasa kurang nyaman, panggilan telepon ke Front Desk harus cepat ditanggapi",4,Positif
"cukup memadai tetapi dibanding hotel yang selevel di bandung atau yogya, tarif genio terbilang mahal. namun, lingkungan hotel cukup nyaman, tidak berisik. minusnya, agak susah cari kuliner halal di sekitar hotel",4,Positif
"Setelah dijemput dibandara dan diajak makan siang dan keliling, kami check in dihotel genio ini. Kami awalnya memutuskan memilih hotel ini selain reviewnya bagus dan harganya terjangkau. Memang sih lahannya ngak terlalu luas, tapi hotelnya bersih dan cukup bagus. Kamar cukup luas, kamar mandi juga cukup bersih. Makanan sarapan cukup variatif dan enak. Pelayanan ramah dan cepat. ",4,Positif
"Fasilitas kamar dan pelayanan hotel sudah bagus, yang kurang cuma sarapan yang standart banget, minim pilihan menu sarapan seperti hal nya hotel yang setara dan lokasi hotel kurang bagus buat traveler yang pengen cari tempat nongkrong di malam hari",3,Negatif
"Lokasi bagus, pusat kota, banyak makanan di daerah ini. Tepat di ujung jalan ada rumah goyang yang bagus, nama Loba Kanaka.
Kamarnya sederhana, bersih dan cocok untuk perjalanan bisnis. Harga yang pantas",5,Positif
Pelayanan yang baik dan ramah. Staff boleh dihandalkan. Kamar bersih.kamar mandi bersih. Tapi airpanas kurang panah. Hampir tidak panas. Staff sigap dimintain tolong. Hotel masih baru. Harga sesuai dengan kualitas,5,Positif
Hotelnya meskipun kecil tp bersih dan strategis. Staffnya jg helpfull. Cocok bagi traveller yang membawa keluarga maupun untuk keperluan bisnis. Hanya menu sarapan agak lebih dibuat variatif. So far hotel ini layak untuk dibooking.,5,Positif
"Konsep hotelnya kekinian, pilihan di lantai atas memberikan pemandangan kota Manado yang indah namun ya standar ajalah .. bathroom lumayan luas, kamar juga luas, fasilitas cenderung standar, breakfastnya ala ala sih",3,Negatif
"Salah satu hotel yg dapat anda pilih pd saat mengunjungi kota manado, hotel cukup bersih. CS cepat tanggap. Berada di tengah kota manado sehingga anda dapat kemana saja dengan mudah.Terima kasih itu saja",4,Positif
Sangat rekomendasi sekali utk keluarga.. utk kamar deluxenya sangat nyaman dan luas.. anak2 bisa bermain dengan leluasa.. kamar mandi pun sangat memadai.. furniture dikamar pun sangat baik dan lengkap..,5,Positif
Fasilitas dan kenyamanan sangat bagus tetapi lokasi kurang strategis. Kamar deluxe nya nyaman. ada tempat tidur tambahan tidak perlu tambah extra bed. Susah kalau mau cari hiburan atau makanan di luar hotel,4,Positif
"Tempatnya bagus, nyaman, sederhana, enggak terlalu mewah dan dia dekat dengan MANTOS & Bandara jadi sangat cocok untuk tinggal di hotel ini, untuk harga cukup ekonomis, terima kasih untuk kesempatannya.",3,Negatif
"+ murah- suara kendaraan sangat terdengar- kamar kurang bersih, bed cover tidak rapi- menu sarapan sedikit- furniture beberapa rusakSecara umum jauh lebih murah dibanding hotel2 yang biasa saya pakai, tapi fasilitas sangat kurang",2,Negatif
"Kamar cukup luas&bersih,suasana cukup nyaman dihotel ini,ada yg kurang,wifinya tidak sampai kelt.6 (pdhl urgen mau internetan) dan makanan variasinya hanya sedikit,lbh bagus lg diperbanyak variasi makanan paginya",4,Positif
"Saya mendapatkan kamar superior dengan harga promo. Lokasi hotel bagus, hotel juga cukup modern, hanya saja fasilitas standard. Breakfast standard, Pelayanan baik, kamar bersih. Sempat terkendala dengan wifi, overall cukup baik",3,Negatif
"Menginap disini 1 malam, kamarnya luas fasilitas kamar lengkap beraih dan rapih pelayanan ok banget suka menginap disini.
Waktu itu aku salah booking 1 kamar 2 malam padahal maunya 1 malam 2 kamar akhirnya aku change requests tanpa biaya apapun thanks banget untuk pelayanannya cepat dan ramah sarapannya juga oke buat harga segitu mah next visit Manado mau nginap disini lagi",5,Positif
"staff ramah lokasi stragegis, pelayanan mantap lun hotel",5,Positif
"Terbaik, Hotel Bersih, Nyaman",5,Positif
"kamar bersih staff ramah, lokasi strategis , loby nyaman  semua area bersih pelayanan cepat staff murah senyum",5,Positif
hotelnya nyaman dan bagus pelayanannya juga ramah,5,Positif
"saya sangat puas dengan pengalaman mwngudap di hotel ini.dari awal datang,proses chekc in berjalan cepaf dan staff menyambut dengan ramah serta profesiaonal.suasana lobby telihat bersih,wangi,dan tertata dengan baik,memberikan kesan pertama gang sangat  positif.terima kasih lun hoyel..",5,Positif
"harga aman dikantong, bersih, staff sangat ramah, minesnya hotel belum menyediakan sarapan, ",5,Positif
"Pengalaman terbaik di awal tahun,menginap di lun hotel,staff ramah dan sopan,LUN HOTEL TERBAIK",5,Positif
"pelayanan ramah , hotel bersi nyman baru petama kali ke manado lokasi strategis pusat kota akses kemana saja sangat memudakan",5,Positif
Tinggal tambah kan jualan kopi..........................................................................,5,Positif
"Kamar minimalis, dengan lobby yang aesthetic, bersih, rapi, nyaman. Rekomendasi untuk teman-teman yang dari luar kota dikarenakan harga sangat terjangkau.
Staff sangat ramah, selalu menyapa dengan senyuman☺️",5,Positif
"Staff hotel sangat ramah, hotel bersih, ukuran kamar lumayanlahhdengan harga yang terjangkau, kamar tidak boleh merokok,",5,Positif
"Mini hotel di Manado yang wajib dikunjungi.
Kamar bersih, pelayanan bagus (staff ramah), hotel untuk harga 200.000-an lumayan lengkap",5,Positif
"kamar bersih rapi,rekom buat yang mau staycation,karyawan ramah' rapi' dan sopan,terbaik sekali memang lun hotel mantappp",5,Positif
"Bagus. Nyaman. Lokasi Strategis 
Kamar Bersih semuanya baik kamarnya bersih dan nyaman bagus rapih dan nyaman mantap nanti",5,Positif
"hotel nya bagus simpel karyawan nya ramah' semua pelayanan juga bagus,dan kamar nya agak sedikit besar,saya nginap di kamar 317 bersih rapih toilet nya juga bersih pokoknya rekomendasi skli hotel ini",5,Positif
"Harga terjangkau, kamar cukup bersih, toilet bersih, pelayanan cukup baik dan cepat, lokasi strategis dekat area megamas, mungkin hanya perlu dipikirkan kembali parkir untuk mobil nya agak kurang",5,Positif
Hote Bersih Staf Karyawan Hotel Kiel dan Asran Pelayanan menyenangkan dan berkesan terima kasih… semoga Lun Hotel semakin sukses dan disukai pelanggan untuk bale ulang manginap,5,Positif
Hotelnya kecil namun kamarnya bersih dan nyaman serta pelayanan baik dan ramah. Recomended untuk yang mau menginap disini,5,Positif
"Sangat menyenangkan menginap di hotel Lunch dekat dengan pusat kota, banyak rumah makan disekitarnya, sehingga memudahkan dalam memilih makanan yg disukai",5,Positif
"Saya menginap di hotel ini selama 3 malam dan sangat puas dengan pelayanannya. Kamar bersih dan rapi, fasilitas lengkap, serta lokasi yang strategis dekat pusat kota. Staf hotel ramah dan cepat membantu setiap permintaan. Sarapan pagi bervariasi dan rasanya enak. Sangat cocok untuk liburan keluarga ataupun healing me time.",5,Positif
"Akan balik lagi pasti 

Hotel yg bersih, semua karyawan sangat ramah & yg paling penting dpe breakfast enak syekali ",5,Positif
makanannya rasanya enak dan rekomendasi,5,Positif
Kamarnya nyaman dan makanannya enak,5,Positif
Ini hotel sangat rekended  pelayanannya sangat baik,5,Positif
"untuk lokasi hotel sangat strategis di pusat kota dan akses sangat cepat dengan jalan tol, proses check in lancar dan cepat pelayanannya juga bagus dari semua staff. Makanannya pun enak dan banyak variasi. Hotel terbagus dan ternyaman yang ada di kote Bitung.",5,Positif
"Sangat berkesan dan sesuai ekspetasi, untuk kebersihan diarea swimingpool di tingkatkan lagi",4,Positif
"Hotel sangat bersih service room rapi penggantian handuk dll dilakukan dengan baik, karyawan ramah terhadap tamu, sangat rekomendasi buat yang trip ke bitung",5,Positif
senang menginap disini semuanya sudah baik makanan enak kamar bersih pelayanan baik dan senang karna dapat dopr prize dari fave hotel bitung special thanks utk team semuanya ka vero ka jeremy dan ka leon utk ddlm kamar,5,Positif
"hotelnya bagus nyaaman,bersih,makanannya enak semua…senang menginap disini karena dapat door prize mesin cuci special thanks utk team",5,Positif
"Menginap dsini utk liburan semuanya bagus pelayanan maknaan dan kamar jg bersih thank you utk pelayanannya terlebih utk ddlm kamar pak leon, pak jeremy, pak aldy, pak alex",5,Positif
"Setiap Merayakan Ultah di fave hotel kota Bitung dgn suasana yg nyaman dan fasilitas lengkap..
Selama memginap tidak ada kendala, hotel terbaik di kota bitung",5,Positif
"Selama menginap tidak ada kendala semuanya baik, kamar bersih begitu juga dengan makanan disini. Bagus sekali krna favehotel memberikan banyak hadiah saat tahun baru... 
Special thank you untuk Veronica, Vian & Jeni atas pelayanan nya",5,Positif
"Pelayanannya bagus pertama kalinya nginap disini dari fasilitas dan semuanya sudah bagus, dari kamarnya bersih dan makanannya juga enak",5,Positif
"fasilitasnya bagus, kebersihan kamar terjaga, kamar mandinya juga bersih, kariawannya ramah, tersedia free wifi, serta menu makanannya enak",5,Positif
"Untuk interior hotelnya bagus, breakfastnya juga enak dan lumayan banyak. Kamar hotelnya juga rapi dan bersih. Untuk pelayanannya juga ramah, bagus.",5,Positif
"Hotelnya bagus,nyaman saya dan keluarga senang menginap disini, saya juga dapat view yang bagus kamarnya menghadap ke laut..saya di layani juga dengan baik sama sales Charoline",5,Positif
"Hotel yang nyaman buat istirahat, dengan kamar yang bersih dan fasilitas lainnya yang berfungsi dengan baik memberikan kesan yang baik",5,Positif
"Proses checkin lancarrr................
View bagus dari lt 7............
Pelayanan staff dari staff hotel ramah......",5,Positif
"Selama menginap menyenangkan pelayanan baik  kamar bersih, makanan nya  enak area hotel bersih. Trimah kasih untuk Leon",5,Positif
"Saya sudah 2 kali menginap disini dan sampai saat ini pengalaman dan service yang diberikan sangat memuaskan, makanannya pun enak-enak.",5,Positif
"Pengalaman menginap di hotel ini sangat baik, terletak di bilangan pusat kota manado membuat lokasi hotel ini strategis. KSuasana kamarnya nyaman. Untuk breakfast lumayan lezat dan staff hotel yang ramah",3,Negatif
"Tmn sy mau ngobrol2 di hotel sampai subuh krna dia hargai waktu saya dtg manado malah ditegur bkal kena cash, pdhl dia bakal plg lahhh cm masalahnya kena cashnya dr jam 12 malam lol.. waktu itu msh sekitar jam stgh 1.. heran baru kali ini sih dpt pengalaman hotel kyk bgni.. krna itu tmn sy jd cpt plg, padahal waktu buat sama sama dia itu berharga skli krna sy cm tdk lama di manado.. lain kali mau cari hotel lain aja sy, makasih",2,Negatif
"Lokasi lobby agak menanjak, dan parkiran terbatas, kualitas kamar handuk sudah agak kekuningan, suara dari luar kamar cukup terdengan masuk ke kamar. variasi sarapan terbatas, konesifitas wifinya lambat. kran untuk selang air toilet bocor.",3,Negatif
"Suara kendaraan lalu lalang di jalan raya terdengar sangat ribut, belum lagi suara orang ngobrol di lorong terdengar sangat jelas. sarung bantal agak kekuningan, handuk juga. sprei tidak pas, bagian atas kasur terlihat",1,Negatif
"Kamar bersih.
Kamar mandi bersih.
Sarapan pagi, makanannya harus ditingkatkan lagi menunya. Rasa makanan yg biasa saja. Meskipun pilihan sedikit, minimal makanan rasanya enak. 

Untuk pelayanan kamar : Sangat buruk.
Minta Air minum, di antarnya lama.
Minta handuk, di antarnya juga lama.
Minta roomboy, untuk beli makan, tidak ada roomboy yang bersedia untuk dimintain tolong.
Karena kebetulan ada teman saya berkunjung, pas mendengarkan bahwa roomboy sedang berdebat untuk tidak mau disuruh kekamar saya dan tidak mau disuruh beli makan.

Tolong ditingkatkan lagi pelayanan hotelnya.

Terima kasih",3,Negatif
"Kamar cukup bagus dan lokasi dipinggir jalan , cuma WIfi untuk lantai 3 tidak bisa , hanya busa di lobby dan ruang sarapan. 
Petugas cukup ramah. 
Kamar mandi cukup bersih dan kering , makanan pagi cukup bervariasi tiap hari berbeda.",4,Positif
"Kamar hotel nyaman dan luas,  pas untuk liburan keluarga. Breakfast lumayan enak,  kalau bisa di tingkatkan lagi variasi makanannya.  Memuaskan menginap di Genio Hotel dengan harga yang tidak terlalu mahal. ",4,Positif
"Pertama kali saya ke manado, saya stay di genio hotel, pengalaman pertama yang luar biasa, pelayanan hotelnya sangat baik, kamarnya bersih, perjalanan bisnis pertama yang di manado yang tidak akan terlupakan",5,Positif
"Untuk interior kamarnya bagus,dan tempatnya bersih,,,serta pelayanannya memuaskan.
Cuma tidak boleh merokok didalam kamar.
Fasilitas dikamrnya cuma lengkap,hanya kalau melihat keluar jendela,kita belum bisa menikmati keindahan kota manado karena hanya terlihat atap ....",4,Positif
"hotel yang bersih dan nyaman dengan harga yang sangat bagus membuat perjalanan bisnis saya menjadi sangat menyenangkan
proses check in yang cepat dan layanan staff yang ramah menjadikan hotel ini sangat menyenangkan",5,Positif
"Pelayanan yang bagus. Staff hotel yg ramah. Kamar yang besar. Serta kamar mandi yang bersih. Makanan yang enak pokoknya good hotel. Sayang tempatnya yang agak jauh dari mantos Thank genio hotel......,......
 ",5,Positif
"Hotelx bagus...
Sudah hargax sangat terjangkau kamarx ok punya
Bersih, nyaman lagi
Pokokx recomended dah
Teman-temanlu pada puas dengan pelayanannya...
Kalo mau cari hotel di Manado ke Genio Hotel aja",4,Positif
"Wifi yang tidak terhubung. 
saya menginap selama 6 malam ketika wifi sangat buruk. 
Selimut ranjang & linen yang kotor. 
Layanan tidak baik. 
Tidak tinggal di sini lagi. 
Tidak layak untuk harga. 
Layanan kamar 24 jam tidak ada (tidak seperti yang saya baca di detail sebelum saya membuat pemesanan)",1,Negatif
"Kami tinggal 1 malam dan itu adalah pengalaman yang tidak menyenangkan
Berikut ini adalah daftar Cepat: 
 - Kamar bau terutama karena tempat tidur dan bantalnya Bau
 - tapi juga udara keluar dari pengisian angin di kamar mandi bau rokok
 - sarapan yang buruk: pilihan buruk dan tidak baik
 - suara yang sedikit: kami berada di lantai 6 dan kami bisa mendengar semuanya dari luar",1,Negatif
"Harap perbaiki saluran pembuangan di kamar mandi yang tidak keluar air panas dengan baik. Saluran TV yang terbatas dan tidak menunjukkan tampilan yang jelas. Kebersihan kamar perlu perhatian juga. Secara keseluruhan, itu adalah tempat yang baik untuk tinggal di sini karena tempat ini adalah tempat yang tenang, sederhana dan nyaman tapi dekat dengan pusat kota.",3,Negatif
"Hotel Genio bersih, karena hotel baru, cocok unk transit, business, dg harga ekonomis kamar cukup bersih.untuk toiletris (shower cap dll) bisa diminta kepada house keeping krn di kamar tidak diletakkan.",4,Positif
"Hotel yang lumayan bagus dan bersih, harganya juga murah cocok untuk semua kalangan, lokasinya juga tidak jauh dari pusat kota dan mudah di jangkau, terbaik deh pokoknya, pelayanannya juga tidak ribet.",4,Positif
"Saya menginap di hotel ini selama 5 hari di kamar deluxe, mereka memberi kami minuman gratis di dalam kamar, tapi hanya pada hari pertama, hari berikutnya kami harus selalu bertanya tentang hal itu, dan ada suatu hari mereka tidak berhasil karena tidak ada persediaan dan berjanji untuk membuat Double di hari berikutnya, dan ini tidak terjadi sampai saya menelepon operator. Mereka memberikan itu tapi hanya untuk hari itu. 

Suatu hari saya kembali ke hotel di malam hari sekitar 09. 00 pm dan menemukan lembar kotor di tempat tidur, dan mereka tidak membersihkan kamar, karena saya menemukan tissue di meja masih kotor dan memutuskan untuk memanggil housekeeping untuk membersihkan 

Mereka hanya melayani sarapan kecil kuantitas, dan kami harus meminta gula, susu, sendok yang mereka tidak memeriksa secara teratur.",2,Negatif
"Ini yang kedua kalinya saya menginap di sini. Yang pertama waktu masih bernama Sparks Lite Hotel. Letaknya yang strategis, Kamar yang bersih, dan lumayan luas, serta pelayanan yang ramah membuat saya langsung menjatuhkan pilihan kesini lagi untuk kunjungan kali ini. Sstt.. Saya dapat kamar dengan city view yang bagus banget di malam hari",5,Positif
"Pelayanan sangat memuaskan, kamar nyaman, makanan lumayan enak, dengan harga yg sangat sangat terjangkau. Walaupun view kamarnya kurang bagus tapi tetap keren kok. Lain kali klo ke manado, sy mw ngina dihotel ini lagi. Sukses terus Genio Hotel",5,Positif
"Kamarnya mantap, bersih, dingin. nyaman pokoknya pelayanan bagus. jadi pengen balik lagi kesini. terimakasih. mantappp",5,Positif
"Semuanya aman, pelayanan mantap, lokasi strategis, view juga mantap, tolong menu makanannya diganti karena dari kemarin hanya itu saja menunya",5,Positif
"Kamar luas, bersih, makanan enak
Resepsionis ramah pelayanan nya terbaik Lah...
View nya bagus,
Hotel terbaik di Bitung 
Recommended banget",5,Positif
"Pelayanan nya terbaik , 
Makanan enak, semua oke dan nyaman, 
Tersedia swimming pool juga
View nya bagus langsung ke laut",5,Positif
"pengalaman menginap di fave hotel berkesan baik dan makanannya juga enak dan fasilitas di kamar menunjang untuk anak kecil, staff charoline juga sangat' ramah dalam memperkenalkan fasilitas hotel",5,Positif
pengalaman saya di fave hotel sangat puas dan smua staf karyawan sangat ramah dalam menghandle tamu semoga fave hotel tetap jaya dan solit,5,Positif
"Kamar nyaman,makanan enak, wifi kencang,ada Indomaret 24 jam,view gunung dan pantai. dekat tempat ibadah dan ada toko baju didepan hotel",5,Positif
"sangat puas dengan pelayanan, bersih lingkungan , sangat baik jamuannya , bagus hotelnya jangan lupa datang mampir ya",5,Positif
"Kamarnya nyaman,,pelayanannya jg baik,,makanannya jg enak"",,dekat dengan kantor tujuan,,cuman kurang tisu di kamar saja,,semoga kedepannya lebih bagus lg ya",5,Positif
"Pelayanan ramah, Kamarnya view-nya bagus, tapi sayangnya kamar mandi agak bau dan pintu kamar mandinya rusak. Breakfastnya enak- enak.",3,Negatif
