text,rating,label,text_clean,text_final
"Apa tempat yang indah, pondok yang sekali. Danny manajer menyambut kami dengan cara yang sangat bagus. Kami punya waktu yang indah di sini, staf sangat baik, sangat baik snorkelingexcursions, kami melihat kura-kura dan lumba-lumba, indah! Makanannya sangat enak! Saya juga memiliki tiga jam pijat yang sangat baik! Kami berharap untuk kembali suatu hari. Danny dan staf, kami berharap anda semua yang terbaik!
Tonny & jolanda",5,Positif,apa tempat yang indah pondok yang sekali danny manajer menyambut kami dengan cara yang sangat bagus kami punya waktu yang indah di sini staf sangat baik sangat baik snorkelingexcursions kami melihat kurakura dan lumbalumba indah makanannya sangat enak saya juga memiliki tiga jam pijat yang sangat baik kami berharap untuk kembali suatu hari danny dan staf kami berharap anda semua yang terbaik tonny jolanda,apa tempat indah pondok sekali danny manajer menyambut dengan cara sangat bagus punya waktu indah sini staf sangat baik sangat baik snorkelingexcursions melihat kurakura lumbalumba indah makanannya sangat enak juga memiliki tiga jam pijat sangat baik berharap kembali suatu hari danny staf berharap semua terbaik tonny jolanda
"Kami telah tinggal di sini selama seminggu. Menyelam adalah luar biasa, kami telah sangat santai mungkin 14 dinding tebing. Terumbu karang sangat sehat dan indah. Tidak ada sampah, ketika kami berada di sana. Apakah bot untuk melihat ikan besar namun. Makanan yang sangat baik. Anda mendapatkan tiga makanan gaya prasmanan yang sangat baik. Staf yang sangat bagus. Kami menikmati kami tinggal sangat jauh.",5,Positif,kami telah tinggal di sini selama seminggu menyelam adalah luar biasa kami telah sangat santai mungkin dinding tebing terumbu karang sangat sehat dan indah tidak ada sampah ketika kami berada di sana apakah bot untuk melihat ikan besar namun makanan yang sangat baik anda mendapatkan tiga makanan gaya prasmanan yang sangat baik staf yang sangat bagus kami menikmati kami tinggal sangat jauh,telah tinggal sini selama seminggu menyelam luar biasa telah sangat santai mungkin dinding tebing terumbu karang sangat sehat indah ada sampah berada sana bot melihat ikan besar makanan sangat baik mendapatkan tiga makanan gaya prasmanan sangat baik staf sangat bagus menikmati kami tinggal sangat jauh
"Hotel terbaik,pelayanan saat check in ramah dan cepat,view gunung di pagi hari begitu enak di pandang,kamar bersih tempat tidur empuk,kolam renang yg bersih,di tambah pelayanan di restoran saat breakfast begitu ramah",5,Positif,hotel terbaikpelayanan saat check in ramah dan cepatview gunung di pagi hari begitu enak di pandangkamar bersih tempat tidur empukkolam renang yg bersihdi tambah pelayanan di restoran saat breakfast begitu ramah,hotel terbaikpelayanan check in ramah cepatview gunung pagi hari enak pandangkamar bersih tempat tidur empukkolam renang yg bersihdi tambah pelayanan restoran breakfast ramah
"Very nice hotels. Kamar ok Seperti umumnya hotel lain. Kamarmanadi ok. Hot n cold wtr. Tapi gak ada lemari pakian,hanya gantungan baju. Harga ok.  Lobby Kelihatan mewah, materials n design.  Parkiran luas. Tapi pool n sauna kurang perawatan. menu n service breakfasnya mungkin perlu di upgrade. Makanan dingin. Overall not bad. Mungkin salah satu yg terbaik di kota ini.",3,Negatif,very nice hotels kamar ok seperti umumnya hotel lain kamarmanadi ok hot n cold wtr tapi gak ada lemari pakianhanya gantungan baju harga ok lobby kelihatan mewah materials n design parkiran luas tapi pool n sauna kurang perawatan menu n service breakfasnya mungkin perlu di upgrade makanan dingin overall not bad mungkin salah satu yg terbaik di kota ini,very nice hotels kamar seperti umumnya hotel kamarmanadi hot n cold wtr gak lemari pakianhanya gantungan baju harga lobby kelihatan mewah materials n design parkiran luas pool n sauna kurang perawatan menu n service breakfasnya mungkin perlu upgrade makanan dingin overall not bad mungkin salah satu yg terbaik kota
"Saya tinggal di sini hanya untuk 1 malam karena saya punya bisnis di Kotamobagu dan ini adalah satu-satunya Hotel terbaik di kota, Bangunan dan semua terlihat sudah tua waktu, Mungkin sangat baik pada waktu itu sendiri, kita masih dapat melihat sisa untuk Itu.

Tapi lebih baik tetap di sini sementara di kota mobagu maka tidak ada.",3,Negatif,saya tinggal di sini hanya untuk malam karena saya punya bisnis di kotamobagu dan ini adalah satusatunya hotel terbaik di kota bangunan dan semua terlihat sudah tua waktu mungkin sangat baik pada waktu itu sendiri kita masih dapat melihat sisa untuk itu tapi lebih baik tetap di sini sementara di kota mobagu maka tidak ada,tinggal sini malam saya punya bisnis kotamobagu ini satusatunya hotel terbaik kota bangunan semua terlihat tua waktu mungkin sangat baik waktu sendiri masih melihat sisa untuk itu lebih baik tetap sini di kota mobagu tidak
"Tempat parkir luas.
Lobi dan koridor bukan area bebas rokok ??
Jenis kamar yang luas, yang bagus tapi sangat gelap, hanya beberapa pencahayaan di dalamnya. Dan kamar mandinya sangat licin di area shower.
Kami memesan 5 kamar, semua tipe yang sama, tetapi dua kamar tidak memiliki bak mandi, dan AC tidak bekerja di satu kamar, sangat panas!
Kolam itu sangat buruk, kotor, dan penuh dengan orang, saya pikir mereka membukanya untuk umum.
Sarapannya enak sih ??",1,Negatif,tempat parkir luas lobi dan koridor bukan area bebas rokok jenis kamar yang luas yang bagus tapi sangat gelap hanya beberapa pencahayaan di dalamnya dan kamar mandinya sangat licin di area shower kami memesan kamar semua tipe yang sama tetapi dua kamar tidak memiliki bak mandi dan ac tidak bekerja di satu kamar sangat panas kolam itu sangat buruk kotor dan penuh dengan orang saya pikir mereka membukanya untuk umum sarapannya enak sih,tempat parkir luas lobi koridor bukan area bebas rokok jenis kamar luas bagus sangat gelap beberapa pencahayaan dalamnya kamar mandinya sangat licin area shower memesan kamar semua tipe sama dua kamar memiliki bak mandi ac bekerja satu kamar sangat panas kolam sangat buruk kotor penuh orang pikir membukanya umum sarapannya enak sih
"saat check in pada malam hari tidak ada room boy jadi harus membawa barang sendiri, resepsionist di hubungi beberapa kali tidak di angkat ( sangat slow respon ), acnya tidak dingin, pada saat mau meminta handuk baru karena handuk yang di sediakan basah, handuk yang di berikan berbau busuk. Pada saat breakfast chet yang melayani di bgian telur agak sedikit kurang sopan karena pada saat saya memesan omelet untuk ketiga kalinya si chef mulai berbicara dengan nada agak menekan seperti sedang memarahi. Kolam renangnya kotor terdapat banyak kotoran dbgian atas air kolam. Menurut saya untuk hotel berbintang pelayanan ini sangat buruk.",1,Negatif,saat check in pada malam hari tidak ada room boy jadi harus membawa barang sendiri resepsionist di hubungi beberapa kali tidak di angkat sangat slow respon acnya tidak dingin pada saat mau meminta handuk baru karena handuk yang di sediakan basah handuk yang di berikan berbau busuk pada saat breakfast chet yang melayani di bgian telur agak sedikit kurang sopan karena pada saat saya memesan omelet untuk ketiga kalinya si chef mulai berbicara dengan nada agak menekan seperti sedang memarahi kolam renangnya kotor terdapat banyak kotoran dbgian atas air kolam menurut saya untuk hotel berbintang pelayanan ini sangat buruk,check in malam hari ada room boy jadi membawa barang sendiri resepsionist hubungi beberapa kali angkat sangat slow respon acnya dingin mau meminta handuk baru handuk di sediakan basah handuk di berikan berbau busuk saat breakfast chet melayani di bgian telur sedikit kurang sopan pada saat saya memesan omelet ketiga kalinya si chef mulai berbicara nada menekan sedang memarahi kolam renangnya kotor terdapat banyak kotoran dbgian atas air kolam saya hotel berbintang pelayanan sangat buruk
"Hotel yang megah dengan interior yang bagus. Proses check in dan check out cepat. Pelayanannya memuaskan. Dekat dengan minimarket. Sarapannya variatif dan menu ikan bakarnya enak. Sayangnya koneksi wifi agak kurang di kamar. Walaupun begitu, masih menjadi rekomendasi jika bermalam di kotamobagu...",5,Positif,hotel yang megah dengan interior yang bagus proses check in dan check out cepat pelayanannya memuaskan dekat dengan minimarket sarapannya variatif dan menu ikan bakarnya enak sayangnya koneksi wifi agak kurang di kamar walaupun begitu masih menjadi rekomendasi jika bermalam di kotamobagu,hotel megah interior bagus proses check in check out cepat pelayanannya memuaskan dekat minimarket sarapannya variatif menu ikan bakarnya enak sayangnya koneksi wifi kurang kamar walaupun masih menjadi rekomendasi bermalam kotamobagu
"Pelayanan sangat buruk, sangat slow respon. Saat check in di kamar tidak disediakan handuk di kamar mandi, saat di hubungi ke resepsionis akan di antarkan tapi sampai saat check out tdk di antarkan dengan alasan handuk masih di cuci. Hotel macam apa yg tidak menyediakan stock handuk lebih jadi harus menunggu selesai dulu di cuci baru di berikan ke tamu? Selain itu AC di kamar tidak dingin. Kesan buruk & kecewa untuk sebuah hotel berbintang dengan service yg tidak menyenangkan. Check in tgl 8/12/2018 check out tgl 9/12/2018. ",1,Negatif,pelayanan sangat buruk sangat slow respon saat check in di kamar tidak disediakan handuk di kamar mandi saat di hubungi ke resepsionis akan di antarkan tapi sampai saat check out tdk di antarkan dengan alasan handuk masih di cuci hotel macam apa yg tidak menyediakan stock handuk lebih jadi harus menunggu selesai dulu di cuci baru di berikan ke tamu selain itu ac di kamar tidak dingin kesan buruk kecewa untuk sebuah hotel berbintang dengan service yg tidak menyenangkan check in tgl check out tgl,pelayanan sangat buruk sangat slow respon check in kamar disediakan handuk kamar mandi hubungi resepsionis antarkan sampai check out tdk antarkan alasan handuk cuci hotel macam apa yg menyediakan stock handuk lebih jadi menunggu selesai dulu di cuci baru di berikan tamu itu ac di kamar dingin kesan buruk kecewa sebuah hotel berbintang service yg menyenangkan check in tgl check out tgl
"Pertama kali mengunjungi Kotamobagu, satu hari kunjungan, Sutan Raja adalah pilihan kami untuk menginap, tampak mewah di kota.

membersihkan kamar, lebih baik memilih pemandangan kota, kita tidak melihat.

Untuk sarapan dua jempol untuk layanan, mengakomodasi untuk pengunjung perokok dan bukan perokok.

Saya pikir hotel ini bergabung dengan kampanye plastik yang lebih sedikit, tidak ada air mineral botol dan mengganti dengan kendi air kaca (sesuai pesanan di kamar).

staf hotel yang hangat dan ramah, ini adalah kearifan lokal dari kotamobagu.

berharap untuk menginap lagi di sini perjalanan selanjutnya.",5,Positif,pertama kali mengunjungi kotamobagu satu hari kunjungan sutan raja adalah pilihan kami untuk menginap tampak mewah di kota membersihkan kamar lebih baik memilih pemandangan kota kita tidak melihat untuk sarapan dua jempol untuk layanan mengakomodasi untuk pengunjung perokok dan bukan perokok saya pikir hotel ini bergabung dengan kampanye plastik yang lebih sedikit tidak ada air mineral botol dan mengganti dengan kendi air kaca sesuai pesanan di kamar staf hotel yang hangat dan ramah ini adalah kearifan lokal dari kotamobagu berharap untuk menginap lagi di sini perjalanan selanjutnya,pertama kali mengunjungi kotamobagu satu hari kunjungan sutan raja pilihan menginap tampak mewah kota membersihkan kamar lebih baik memilih pemandangan kota melihat sarapan jempol layanan mengakomodasi pengunjung perokok bukan perokok pikir hotel bergabung kampanye plastik lebih sedikit tidak ada air mineral botol mengganti kendi air kaca sesuai pesanan kamar staf hotel hangat ramah adalah kearifan lokal kotamobagu berharap untuk menginap di sini perjalanan selanjutnya
Hotel ini lumayan luas untuk sebuah kota kecil di manado. fasilitasnya lengkap ada spa dan kolam renang yang lumayan luas. sarapanya tidak variative tapi sesuai lidah saya. kamar lumayan bersih dan luas sedangkan kamar mandinya agak sedikit harus dibersihkan khususnya jika tamu baru datang,3,Negatif,hotel ini lumayan luas untuk sebuah kota kecil di manado fasilitasnya lengkap ada spa dan kolam renang yang lumayan luas sarapanya tidak variative tapi sesuai lidah saya kamar lumayan bersih dan luas sedangkan kamar mandinya agak sedikit harus dibersihkan khususnya jika tamu baru datang,hotel lumayan luas sebuah kota kecil manado fasilitasnya lengkap spa kolam renang lumayan luas sarapanya variative sesuai lidah kamar lumayan bersih luas kamar mandinya sedikit dibersihkan khususnya tamu baru datang
"Satu satunya pilihan hotel bintang di Kota Kotamobagu, Provinsi Sulawesi Utara. Kamar yang ada cukup luas dan nyaman untuk istirahat setelah perjalanan selama 4 jam dari Kota Manado. Pelayanan yang diterima cukup memuaskan dengan kondisi kamar yang bersih, dan sarapan yang tersedia cukup enak, tersedia makanan tradional Sulut yaitu tinutuan alias bubur Manado. Lokasi hotel agak kepinggir kota, untuk cari makanan harus naik bentor (becak motor) khas Kotamobagu yang terkadang full musik, Hal yang kurang adalah debit air shower masih kurang memadai, sedikit agak besar sudah lumayan.",4,Positif,satu satunya pilihan hotel bintang di kota kotamobagu provinsi sulawesi utara kamar yang ada cukup luas dan nyaman untuk istirahat setelah perjalanan selama jam dari kota manado pelayanan yang diterima cukup memuaskan dengan kondisi kamar yang bersih dan sarapan yang tersedia cukup enak tersedia makanan tradional sulut yaitu tinutuan alias bubur manado lokasi hotel agak kepinggir kota untuk cari makanan harus naik bentor becak motor khas kotamobagu yang terkadang full musik hal yang kurang adalah debit air shower masih kurang memadai sedikit agak besar sudah lumayan,satu satunya pilihan hotel bintang kota kotamobagu provinsi sulawesi utara kamar ada cukup luas nyaman istirahat perjalanan selama jam kota manado pelayanan diterima cukup memuaskan kondisi kamar bersih sarapan tersedia cukup enak tersedia makanan tradional sulut tinutuan alias bubur manado lokasi hotel kepinggir kota cari makanan naik bentor becak motor khas kotamobagu terkadang full musik yang kurang debit air shower kurang memadai sedikit besar lumayan
"Perjalanan dari manado yang panjang dan setibanya di hotel ternyata kamar belum siap, padahal sudah reservasi dari pagi. Di bagian luar hotel ada 2 permainan (ayunan & seesaw) jika membawa anak dibawah 5 tahun agar tetap diawasi karena dekat dengan lokasi parkir. Tersedia kolam renang untuk anak tapi tetap harus dalam pengawasan orang dewasa. Menurut saya, jam 5 sore adalah waktu berenang yang baik jika memang ingin berenang. Pengalaman berenang disini dari setengah 4 dan memang panas terik, silau sekali. Tidak disediakan handuk di area kolam renang, jadi saya ambil handuk dari kamar. Keadaan kamar & kamar mandi bersih, tapi hanya tersedia 1 handuk dan butuh waktu lama untuk mendapat tambahan handuk. Menu sarapannya tidak terlalu banyak macam tapi hampir semua yang saya cicipi rasanya enak. Pada hari pertama menginap, signal wifi lemah bahkan tidak ada sama sekali. Tapi hari kedua signal wifi sudah lumayan tapi masih lemah. Pertama kali menginap disini dan dapat kamar dengan pemandangan dinding jadi sedikit kecewa. Masih belum tahu jika kembali ke kotamobagu dan menginap disini lagi, karena kesan yang didapat tidak terlalu baik.",3,Negatif,perjalanan dari manado yang panjang dan setibanya di hotel ternyata kamar belum siap padahal sudah reservasi dari pagi di bagian luar hotel ada permainan ayunan seesaw jika membawa anak dibawah tahun agar tetap diawasi karena dekat dengan lokasi parkir tersedia kolam renang untuk anak tapi tetap harus dalam pengawasan orang dewasa menurut saya jam sore adalah waktu berenang yang baik jika memang ingin berenang pengalaman berenang disini dari setengah dan memang panas terik silau sekali tidak disediakan handuk di area kolam renang jadi saya ambil handuk dari kamar keadaan kamar kamar mandi bersih tapi hanya tersedia handuk dan butuh waktu lama untuk mendapat tambahan handuk menu sarapannya tidak terlalu banyak macam tapi hampir semua yang saya cicipi rasanya enak pada hari pertama menginap signal wifi lemah bahkan tidak ada sama sekali tapi hari kedua signal wifi sudah lumayan tapi masih lemah pertama kali menginap disini dan dapat kamar dengan pemandangan dinding jadi sedikit kecewa masih belum tahu jika kembali ke kotamobagu dan menginap disini lagi karena kesan yang didapat tidak terlalu baik,perjalanan manado panjang setibanya hotel ternyata kamar siap padahal reservasi pagi bagian luar hotel permainan ayunan seesaw membawa anak dibawah tahun tetap diawasi dekat lokasi parkir tersedia kolam renang anak tetap dalam pengawasan orang dewasa jam sore waktu berenang baik memang berenang pengalaman berenang disini setengah memang panas terik silau sekali disediakan handuk area kolam renang jadi saya ambil handuk kamar keadaan kamar kamar mandi bersih hanya tersedia handuk butuh waktu lama mendapat tambahan handuk menu sarapannya terlalu banyak macam hampir semua saya cicipi rasanya enak hari pertama menginap signal wifi lemah bahkan ada sama sekali hari kedua signal wifi lumayan lemah pertama kali menginap disini dapat kamar pemandangan dinding jadi sedikit kecewa masih belum tahu kembali kotamobagu menginap disini karena kesan didapat terlalu baik
"Tak lengkap kalau singgah di kotamobagu kalau tidak menginap di hotel sultanraja kotamobagu. Denga lokasi strategis, aman karena dekat sekali dengan Polres. Kondisi parkir sangat luas, hotelnya besar dengan lobi yang besar.",4,Positif,tak lengkap kalau singgah di kotamobagu kalau tidak menginap di hotel sultanraja kotamobagu denga lokasi strategis aman karena dekat sekali dengan polres kondisi parkir sangat luas hotelnya besar dengan lobi yang besar,tak lengkap kalau singgah kotamobagu kalau menginap hotel sultanraja kotamobagu denga lokasi strategis aman dekat sekali polres kondisi parkir sangat luas hotelnya besar lobi besar
hotel ini tergolong besar untuk ukuran kota seperti kotamobagu. Fasilitas dan layanannya standar seperti hal hotel milik group sutan raja lainnya. Tempat ini terkesan agak sepi mungkin karena tingkat hunian yang masih rendah. terlepas dari semua itu hotel ini sangat membantu kami para traveler untuk beristrihat..,3,Negatif,hotel ini tergolong besar untuk ukuran kota seperti kotamobagu fasilitas dan layanannya standar seperti hal hotel milik group sutan raja lainnya tempat ini terkesan agak sepi mungkin karena tingkat hunian yang masih rendah terlepas dari semua itu hotel ini sangat membantu kami para traveler untuk beristrihat,hotel tergolong besar ukuran kota kotamobagu fasilitas layanannya standar hal hotel milik group sutan raja lainnya tempat terkesan sepi mungkin tingkat hunian masih rendah terlepas semua hotel sangat membantu para traveler beristrihat
"Hotel yg besar untuk ukuran Kotamobagu, fasilitas yg ada cukup baik kamar beraih, ada kolam renang, fitness dan sauna yg diberikan voucher juga untuk menikmati fasilitas ini, terkesan sepi karena memang di kota kecil",4,Positif,hotel yg besar untuk ukuran kotamobagu fasilitas yg ada cukup baik kamar beraih ada kolam renang fitness dan sauna yg diberikan voucher juga untuk menikmati fasilitas ini terkesan sepi karena memang di kota kecil,hotel yg besar ukuran kotamobagu fasilitas yg cukup baik kamar beraih kolam renang fitness sauna yg diberikan voucher untuk menikmati fasilitas terkesan sepi memang kota kecil
Kamar bersih tapi balkonnya kotor moga lebih di perhatikan. Pelayannya sangat ramah n sigap saya sangat puas. Signal internetnya bagus kecepatannya juga oke. Lebih di tingkatkan kebersihan balkonnya yach.,4,Positif,kamar bersih tapi balkonnya kotor moga lebih di perhatikan pelayannya sangat ramah n sigap saya sangat puas signal internetnya bagus kecepatannya juga oke lebih di tingkatkan kebersihan balkonnya yach,kamar bersih balkonnya kotor moga lebih perhatikan pelayannya sangat ramah n sigap sangat puas signal internetnya bagus kecepatannya oke lebih tingkatkan kebersihan balkonnya yach
"Hotel terbesar di kotamobagu tapi harus lebih diperhatikan kebersihannya..
Air kolam berwarna keruh...
Toilet harus lebih diperhatikan kebersihannya....
Dan sarapannya baiknya lebih bervariasi...
Selain dari itu sudah lumayan..",3,Negatif,hotel terbesar di kotamobagu tapi harus lebih diperhatikan kebersihannya air kolam berwarna keruh toilet harus lebih diperhatikan kebersihannya dan sarapannya baiknya lebih bervariasi selain dari itu sudah lumayan,hotel terbesar kotamobagu lebih diperhatikan kebersihannya air kolam berwarna keruh toilet harus lebih diperhatikan kebersihannya sarapannya baiknya lebih bervariasi dari sudah lumayan
"Satu-satunya hotel megah yang ada di Kotamobagu dengan interior klasik. Terletak tidak jauh dari pusat kota, hotel ini tergolong yang paling luas dan juga memiliki parkiran yang luas. Interior kamar dan perlengkapan pendukung sudah tergolong tua dan kurang nyaman digunakan oleh pelanggan.",3,Negatif,satusatunya hotel megah yang ada di kotamobagu dengan interior klasik terletak tidak jauh dari pusat kota hotel ini tergolong yang paling luas dan juga memiliki parkiran yang luas interior kamar dan perlengkapan pendukung sudah tergolong tua dan kurang nyaman digunakan oleh pelanggan,satusatunya hotel megah ada kotamobagu interior klasik terletak jauh pusat kota hotel tergolong paling luas juga memiliki parkiran luas interior kamar perlengkapan pendukung tergolong tua kurang nyaman digunakan pelanggan
"Ini adalah kunjungan saya yang kelima atau keenam kalinya menginap di sutanraja kotambagu. 

pertama kali menginap di sini sangat baik. 

terakhir dua kunjungan biasa. 

lobi adalah masih sangat bagus, tetapi kamarnya buruk oleh hari. 

di kunjungan terakhir sekitar 2 minggu yang lalu itu, tidak tinggal di kamar banyak kecoa 313.. aku harus pergi keluar dan membeli Baygon semprot untuk membunuh mereka dalam bathroomm dan bersembunyi di sekitar hutan dan furnitur. 

dan ketika check out, resepsionis disebutkan ini, dan tidak ada permintaan maaf apapun. Tidak Ada. Nol. 

setahun yang lalu saya pikir hotel ini layak 4 bintang yang, sekarang sekitar 3 bintang. 

tapi ini masih yang terbaik hotel di kotamobagu, 

dan saya tidak memiliki pilihan tetapi untuk tinggal di sini pada kunjungan berikutnya.",3,Negatif,ini adalah kunjungan saya yang kelima atau keenam kalinya menginap di sutanraja kotambagu pertama kali menginap di sini sangat baik terakhir dua kunjungan biasa lobi adalah masih sangat bagus tetapi kamarnya buruk oleh hari di kunjungan terakhir sekitar minggu yang lalu itu tidak tinggal di kamar banyak kecoa aku harus pergi keluar dan membeli baygon semprot untuk membunuh mereka dalam bathroomm dan bersembunyi di sekitar hutan dan furnitur dan ketika check out resepsionis disebutkan ini dan tidak ada permintaan maaf apapun tidak ada nol setahun yang lalu saya pikir hotel ini layak bintang yang sekarang sekitar bintang tapi ini masih yang terbaik hotel di kotamobagu dan saya tidak memiliki pilihan tetapi untuk tinggal di sini pada kunjungan berikutnya,kunjungan kelima keenam kalinya menginap sutanraja kotambagu pertama kali menginap sini sangat baik terakhir kunjungan biasa lobi adalah sangat bagus kamarnya buruk hari kunjungan terakhir minggu lalu tinggal kamar banyak kecoa aku pergi keluar membeli baygon semprot membunuh dalam bathroomm bersembunyi hutan furnitur ketika check out resepsionis disebutkan ada permintaan maaf apapun ada nol setahun lalu pikir hotel layak bintang yang sekarang sekitar bintang ini masih yang terbaik hotel kotamobagu dan saya tidak memiliki pilihan untuk tinggal sini kunjungan berikutnya
"Hotel nya bagus, lobby dan interior nya mewah hanya saja pelayanan nya kurang sigap. Salah kasih kamar, kamar yang sudah diisi orang dan juga 3 kamar lainnya masih berantakan padahal masuk sudah jam 4 sore.",3,Negatif,hotel nya bagus lobby dan interior nya mewah hanya saja pelayanan nya kurang sigap salah kasih kamar kamar yang sudah diisi orang dan juga kamar lainnya masih berantakan padahal masuk sudah jam sore,hotel nya bagus lobby interior nya mewah saja pelayanan nya kurang sigap salah kasih kamar kamar diisi orang juga kamar lainnya berantakan padahal masuk sudah jam sore
"Sebenarnya, hotel ini adalah hotel terbaik di Kotamobagu. Mungkin, mereka hanya menyediakan wifi di lobi dan menu tidak ada variasi. 

Saya pernah menginap selama 2 minggu di hotel ini untuk perjalanan bisnis. Ruangan itu luas dan nyaman. Mereka telah baik pusat kebugaran dan kolam renang yang bagus. Namun, pada hari ketiga saya menginap, mereka tidak melayani karena mereka kekurangan ommelete telur. Sayang sekali.",4,Positif,sebenarnya hotel ini adalah hotel terbaik di kotamobagu mungkin mereka hanya menyediakan wifi di lobi dan menu tidak ada variasi saya pernah menginap selama minggu di hotel ini untuk perjalanan bisnis ruangan itu luas dan nyaman mereka telah baik pusat kebugaran dan kolam renang yang bagus namun pada hari ketiga saya menginap mereka tidak melayani karena mereka kekurangan ommelete telur sayang sekali,sebenarnya hotel adalah hotel terbaik kotamobagu mungkin hanya menyediakan wifi lobi menu ada variasi pernah menginap selama minggu hotel untuk perjalanan bisnis ruangan luas nyaman telah baik pusat kebugaran kolam renang bagus pada hari ketiga menginap tidak melayani mereka kekurangan ommelete telur sayang sekali
